	14LRNDecember201616S	14LRNDecember201716S	14LRNJune201716S	14LRNMarch201716S	14LRNMarch201816S	14LRNSeptember201716S	14RRXAugust201616S	14RRXDecember201616S	14RRXDecember201716S	14RRXJune201716S	14RRXMarch201716S	14RRXMarch201816S	14RRXSeptember201716S	18LXNAugust201616S	18LXNDecember201616S	18LXNDecember201716S	18LXNJune201716S	18LXNMarch201716S	18LXNMarch201816S	18LXNSeptember201716S	18RXXAugust201616S	18RXXDecember201716S	18RXXJune201716S	18RXXMarch201716S	18RXXMarch201816S	18RXXSeptember201716S	20LRXAugust201616S	20LRXDecember201616S	20LRXDecember201716S	20LRXJune201716S	20LRXMarch201716S	20LRXMarch201816S	20LRXSeptember201716S	20RRNDecember201616S	20RRNDecember201716S	20RRNJune201716S	20RRNMarch201716S	20RRNMarch201816S	20RRNSeptember201716S	22LXXAugust201616S	22LXXDecember201616S	22LXXDecember201716S	22LXXJune201716S	22LXXMarch201716S	22LXXMarch201816S	22LXXSeptember201716S	22RXNAugust201616S	22RXNDecember201616S	22RXNDecember201716S	22RXNJune201716S	22RXNMarch201716S	22RXNMarch201816S	22RXNSeptember201716S	25LRXAugust201616S	25LRXDecember201616S	25LRXDecember201716S	25LRXJune201716S	25LRXMarch201716S	25LRXMarch201816S	25LRXSeptember201716S	25RRNAugust201616S	25RRNDecember201616S	25RRNDecember201716S	25RRNJune201716S	25RRNMarch201716S	25RRNMarch201816S	25RRNSeptember201716S	27LXNAugust201616S	27LXNDecember201616S	27LXNDecember201716S	27LXNJune201716S	27LXNMarch201716S	27LXNMarch201816S	27LXNSeptember201716S	27RXXAugust201616S	27RXXDecember201616S	27RXXDecember201716S	27RXXJune201716S	27RXXMarch201716S	27RXXMarch201816S	27RXXSeptember201716S	32LXNAugust201616S	32LXNDecember201616S	32LXNDecember201716S	32LXNMarch201716S	32LXNMarch201816S	32LXNSeptember201716S	32RXXAugust201616S	32RXXDecember201616S	32RXXDecember201716S	32RXXJune201716S	32RXXMarch201716S	32RXXMarch201816S	32RXXSeptember201716S	35LRXAugust201616S	35LRXDecember201616S	35LRXDecember201716S	35LRXJune201716S	35LRXMarch201716S	35LRXMarch201816S	35LRXSeptember201716S	35RRNAugust201616S	35RRNDecember201616S	35RRNJune201716S	35RRNMarch201716S	35RRNMarch201816S	35RRNSeptember201716S	45LRXAugust201616S	45LRXDecember201616S	45LRXDecember201716S	45LRXJune201716S	45LRXMarch201716S	45LRXMarch201816S	45LRXSeptember201716S	45RRNAugust201616S	45RRNDecember201616S	45RRNDecember201716S	45RRNJune201716S	45RRNMarch201716S	45RRNMarch201816S	45RRNSeptember201716S	46LXNAugust201616S	46LXNDecember201616S	46LXNDecember201716S	46LXNJune201716S	46LXNMarch201716S	46LXNMarch201816S	46RXXAugust201616S	46RXXDecember201616S	46RXXDecember201716S	46RXXJune201716S	46RXXMarch201716S	46RXXMarch201816S	46RXXSeptember201716S	47LRNAugust201616S	47LRNDecember201616S	47LRNDecember201716S	47LRNJune201716S	47LRNMarch201716S	47LRNMarch201816S	47LRNSeptember201716S	47RRXAugust201616S	47RRXDecember201616S	47RRXDecember201716S	47RRXJune201716S	47RRXMarch201716S	47RRXMarch201816S	47RRXSeptember201716S	48LXXAugust201616S	48LXXDecember201616S	48LXXDecember201716S	48LXXJune201716S	48LXXMarch201716S	48LXXMarch201816S	48LXXSeptember201716S	48RXNAugust201616S	48RXNDecember201616S	48RXNDecember201716S	48RXNJune201716S	48RXNMarch201716S	48RXNMarch201816S	48RXNSeptember201716S	4LXXAugust201616S	4LXXDecember201616S	4LXXDecember201716S	4LXXJune201716S	4LXXMarch201716S	4LXXMarch201816S	4RXNAugust201616S	4RXNDecember201616S	4RXNDecember201716S	4RXNJune201716S	4RXNMarch201716S	4RXNMarch201816S	4RXNSeptember201716S	5LRNDecember201616S	5LRNDecember201716S	5LRNJune201716S	5LRNMarch201716S	5LRNMarch201816S	5LRNSeptember201716S	5RRXAugust201616S	5RRXDecember201616S	5RRXJune201716S	5RRXMarch201716S	5RRXMarch201816S	5RRXSeptember201716S	7LRXDecember201616S	7LRXDecember201716S	7LRXMarch201716S	7LRXMarch201816S	7LRXSeptember201716S	7RRNDecember201616S	7RRNDecember201716S	7RRNJune201716S	7RRNMarch201716S	7RRNMarch201816S	7RRNSeptember201716S	8LXXAugust201616S	8LXXDecember201616S	8LXXDecember201716S	8LXXMarch201716S	8LXXMarch201816S	8LXXSeptember201716S	8RXNAugust201616S	8RXNDecember201616S	8RXNDecember201716S	8RXNJune201716S	8RXNMarch201716S	8RXNMarch201816S	8RXNSeptember201716S
b497d9659f75d93da04d4e3a7eae6dad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
538bbcabed024a3402cacc3cdeb61a68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3a4674f7333f48c08e928fe4972e1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	169	0	0	0	83	0	0	0	162	0	0	0	0	0	100	303	0	0	0	0	0	0	135	0	0	0	135	0	0	0	0	0	0	178	0	0	0	0	114	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	119	0	0	0	0	0	0	0	0	0	157	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	15	0	0	0	0	0	0	0	0
8ed32bd933ae83f8376f63fceeb879c8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
bff84b5f81e1dae87ea49bc31d51dccf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405aee8ee5931f38b99e5f34a514a71f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0
c857da4622ce311f48b4dda15417a5cf	192	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	36	0	0	0	0	0	0
d7c2ab321eb82412d970368dfcdd4e85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	119	0	0	208	0	213	0	134	0	0	0	0	232	313	154	202	0	0	0	0	323	0	0	73	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	163	0	0	0	0	0	0	159	0	0	0	94	314	0	0	0	0	0	0	0	0	0	0	351	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e99bb668b95b2b52f567b9316b0be94a	0	0	0	79	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	48	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	143	123	0	0	0	0	0	285	0	0	0	171	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7adeb596d7cf48e526ab5dcd84422689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d0bdcd887b9e68a686dde69dbd5b026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
